Survived,Pclass,Age,SibSp,Parch,Fare,Deck,Relatives,Child,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other
0,3,16.0,1,1,20.25,8,2,0,1,0,1,0,1,0,0
1,2,30.0,0,0,13.0,8,0,0,0,0,1,1,0,0,0
0,1,19.0,1,0,53.1,4,1,0,1,0,1,0,1,0,0
0,3,31.0,0,0,7.75,8,0,0,1,1,0,0,1,0,0
1,2,4.0,1,1,23.0,8,2,1,0,0,1,1,0,0,0
1,3,6.0,0,1,12.475,5,1,1,1,0,1,0,0,0,0
0,3,33.0,0,0,9.5,8,0,0,1,0,1,0,1,0,0
0,3,23.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,2,48.0,1,2,65.0,8,3,0,0,0,1,0,0,1,0
1,2,0.67,1,1,14.5,8,2,1,1,0,1,0,0,0,0
0,3,28.0,0,0,7.7958,8,0,0,1,0,1,0,1,0,0
0,2,18.0,0,0,11.5,8,0,0,1,0,1,0,1,0,0
0,3,34.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,1,33.0,0,0,86.5,2,0,0,0,0,1,0,0,0,1
0,3,28.127121147779242,0,0,14.5,8,0,0,1,0,1,0,1,0,0
0,3,41.0,0,0,7.125,8,0,0,1,0,1,0,1,0,0
1,3,20.0,0,0,7.2292,8,0,0,1,0,0,0,1,0,0
1,1,36.0,1,2,120.0,2,3,0,0,0,1,0,0,1,0
0,3,16.0,0,0,7.775,8,0,0,1,0,1,0,1,0,0
1,1,51.0,1,0,77.9583,4,1,0,0,0,1,0,0,1,0
0,1,41.41195181315837,0,0,39.6,8,0,0,1,0,0,0,0,0,1
0,3,30.5,0,0,7.75,8,0,0,0,1,0,1,0,0,0
0,3,24.20179589699829,1,0,24.15,8,1,0,1,1,0,0,1,0,0
0,3,32.0,0,0,8.3625,8,0,0,1,0,1,0,1,0,0
0,3,24.0,0,0,9.5,8,0,0,1,0,1,0,1,0,0
0,3,48.0,0,0,7.8542,8,0,0,1,0,1,0,1,0,0
0,2,57.0,0,0,10.5,5,0,0,0,0,1,0,0,1,0
0,3,28.25299938609981,0,0,7.225,8,0,0,1,0,0,0,1,0,0
1,2,54.0,1,3,23.0,8,4,0,0,0,1,0,0,1,0
0,3,18.0,0,0,7.75,8,0,0,1,0,1,0,1,0,0
0,3,28.243915389519977,0,0,7.75,6,0,0,1,1,0,0,1,0,0
1,3,5.0,0,0,12.475,8,0,1,0,0,1,1,0,0,0
0,3,28.244131675152826,0,0,7.7375,8,0,0,1,1,0,0,1,0,0
1,1,43.0,0,1,211.3375,2,1,0,0,0,1,0,0,1,0
1,3,13.0,0,0,7.2292,8,0,0,0,0,0,1,0,0,0
1,1,17.0,1,0,57.0,2,1,0,0,0,1,0,0,1,0
0,1,29.0,0,0,30.0,4,0,0,1,0,1,0,1,0,0
0,3,22.721178465597106,1,2,23.45,8,3,0,1,0,1,0,1,0,0
0,3,25.0,0,0,7.05,8,0,0,1,0,1,0,1,0,0
0,3,25.0,0,0,7.25,8,0,0,1,0,1,0,1,0,0
1,3,18.0,0,0,7.4958,8,0,0,0,0,1,1,0,0,0
0,3,8.0,4,1,29.125,8,5,1,1,1,0,0,0,0,0
1,3,1.0,1,2,20.575,8,3,1,1,0,1,0,0,0,0
0,1,46.0,0,0,79.2,2,0,0,1,0,0,0,1,0,0
0,3,28.243915389519977,0,0,7.75,8,0,0,1,1,0,0,1,0,0
0,2,16.0,0,0,26.0,8,0,0,1,0,1,0,1,0,0
0,3,0.0,8,2,69.55,8,10,1,0,0,1,1,0,0,0
0,1,41.566019855722494,0,0,30.6958,8,0,0,1,0,0,0,1,0,0
0,3,25.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,2,39.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
1,1,49.0,0,0,25.9292,4,0,0,0,0,1,0,0,0,1
1,3,31.0,0,0,8.6833,8,0,0,0,0,1,0,0,1,0
0,3,30.0,0,0,7.2292,8,0,0,1,0,0,0,1,0,0
0,3,30.0,1,1,24.15,8,2,0,0,0,1,0,0,1,0
0,2,34.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
1,2,31.0,1,1,26.25,8,2,0,0,0,1,0,0,1,0
1,1,11.0,1,2,120.0,2,3,1,1,0,1,0,0,0,0
1,3,0.42,0,1,8.5167,8,1,1,1,0,0,0,0,0,0
1,3,27.0,0,0,6.975,8,0,0,1,0,1,0,1,0,0
0,3,31.0,0,0,7.775,8,0,0,1,0,1,0,1,0,0
0,1,39.0,0,0,0.0,1,0,0,1,0,1,0,1,0,0
0,3,18.0,0,0,7.775,8,0,0,0,0,1,1,0,0,0
0,2,39.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
1,1,33.0,1,0,53.1,5,1,0,0,0,1,0,0,1,0
0,3,26.0,0,0,7.8875,8,0,0,1,0,1,0,1,0,0
0,3,39.0,0,0,24.15,8,0,0,1,0,1,0,1,0,0
0,2,35.0,0,0,10.5,8,0,0,1,0,1,0,1,0,0
0,3,6.0,4,2,31.275,8,6,1,0,0,1,1,0,0,0
0,3,30.5,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,1,42.097144698037354,0,0,0.0,2,0,0,1,0,1,0,1,0,0
0,3,23.0,0,0,7.925,8,0,0,0,0,1,1,0,0,0
0,2,31.0,1,1,37.0042,8,2,0,1,0,0,0,1,0,0
0,3,43.0,0,0,6.45,8,0,0,1,0,1,0,1,0,0
0,3,10.0,3,2,27.9,8,5,1,1,0,1,0,0,0,0
1,1,52.0,1,1,93.5,2,2,0,0,0,1,0,0,1,0
1,3,27.0,0,0,8.6625,8,0,0,1,0,1,0,1,0,0
0,1,38.0,0,0,0.0,8,0,0,1,0,1,0,0,0,1
1,3,27.0,0,1,12.475,5,1,0,0,0,1,0,0,1,0
0,3,2.0,4,1,39.6875,8,5,1,1,0,1,0,0,0,0
0,3,28.25775767002259,0,0,6.95,8,0,0,1,1,0,0,1,0,0
0,3,27.40047409336506,0,0,56.4958,8,0,0,1,0,1,0,1,0,0
1,2,1.0,0,2,37.0042,8,2,1,1,0,0,0,0,0,0
1,3,28.243915389519977,0,0,7.75,8,0,0,1,1,0,0,1,0,0
1,1,62.0,0,0,80.0,2,0,0,0,0,1,0,0,1,0
1,3,15.0,1,0,14.4542,8,1,0,0,0,0,0,0,1,0
1,2,0.83,1,1,18.75,8,2,1,1,0,1,0,0,0,0
0,3,28.252926714127174,0,0,7.2292,8,0,0,1,0,0,0,1,0,0
0,3,23.0,0,0,7.8542,8,0,0,1,0,1,0,1,0,0
0,3,18.0,0,0,8.3,8,0,0,1,0,1,0,1,0,0
1,1,39.0,1,1,83.1583,5,2,0,0,0,0,1,0,0,0
0,3,21.0,0,0,8.6625,8,0,0,1,0,1,0,1,0,0
0,3,28.2387245343315,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,3,32.0,0,0,56.4958,8,0,0,1,0,1,0,1,0,0
1,1,41.58325003437811,0,0,29.7,3,0,0,1,0,0,0,1,0,0
0,3,20.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
0,2,16.0,0,0,10.5,8,0,0,1,0,1,0,1,0,0
1,1,30.0,0,0,31.0,8,0,0,0,0,0,1,0,0,0
0,3,34.5,0,0,6.4375,8,0,0,1,0,0,0,1,0,0
0,3,17.0,0,0,8.6625,8,0,0,1,0,1,0,1,0,0
0,3,42.0,0,0,7.55,8,0,0,1,0,1,0,1,0,0
0,3,0.0,8,2,69.55,8,10,1,1,0,1,0,1,0,0
0,3,35.0,0,0,7.8958,8,0,0,1,0,0,0,1,0,0
0,2,28.0,0,1,33.0,8,1,0,1,0,1,0,0,0,1
1,1,33.88081761373423,1,0,89.1042,3,1,0,0,0,0,0,0,1,0
0,3,4.0,4,2,31.275,8,6,1,1,0,1,0,0,0,0
0,3,74.0,0,0,7.775,8,0,0,1,0,1,0,1,0,0
0,3,9.0,1,1,15.2458,8,2,1,0,0,0,1,0,0,0
1,1,16.0,0,1,39.4,4,1,0,0,0,1,1,0,0,0
0,2,44.0,1,0,26.0,8,1,0,0,0,1,0,0,1,0
1,3,18.0,0,1,9.35,8,1,0,0,0,1,0,0,1,0
1,1,45.0,1,1,164.8667,8,2,0,0,0,1,0,0,1,0
1,1,51.0,0,0,26.55,5,0,0,1,0,1,0,1,0,0
1,3,24.0,0,3,19.2583,8,3,0,0,0,0,0,0,1,0
0,3,28.252926714127174,0,0,7.2292,8,0,0,1,0,0,0,1,0,0
0,3,41.0,2,0,14.1083,8,2,0,1,0,1,0,1,0,0
0,2,21.0,1,0,11.5,8,1,0,1,0,1,0,1,0,0
1,1,48.0,0,0,25.9292,4,0,0,0,0,1,0,0,1,0
0,3,0.0,8,2,69.55,8,10,1,0,0,1,1,0,0,0
0,2,24.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
1,2,42.0,0,0,13.0,8,0,0,0,0,1,0,0,1,0
1,2,27.0,1,0,13.8583,8,1,0,0,0,0,1,0,0,0
0,1,31.0,0,0,50.4958,1,0,0,1,0,1,0,1,0,0
0,3,28.21363540092053,0,0,9.5,8,0,0,1,0,1,0,1,0,0
1,3,4.0,1,1,11.1333,8,2,1,1,0,1,0,0,0,0
0,3,26.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,1,47.0,1,1,52.5542,4,2,0,0,0,1,0,0,1,0
0,1,33.0,0,0,5.0,2,0,0,1,0,1,0,1,0,0
0,3,47.0,0,0,9.0,8,0,0,1,0,1,0,1,0,0
1,2,28.0,1,0,24.0,8,1,0,0,0,0,0,0,1,0
1,3,15.0,0,0,7.225,8,0,0,0,0,0,1,0,0,0
0,3,20.0,0,0,9.8458,8,0,0,1,0,1,0,1,0,0
0,3,19.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,1,56.0,0,1,83.1583,3,1,0,0,0,0,0,0,1,0
1,2,25.0,0,1,26.0,8,1,0,0,0,1,0,0,1,0
0,3,33.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,22.0,0,0,10.5167,8,0,0,0,0,1,1,0,0,0
0,2,28.0,0,0,10.5,8,0,0,1,0,1,0,1,0,0
0,3,25.0,0,0,7.05,8,0,0,1,0,1,0,1,0,0
0,3,39.0,0,5,29.125,8,5,0,0,1,0,0,0,1,0
0,2,27.0,0,0,13.0,8,0,0,1,0,1,0,0,0,1
1,1,19.0,0,0,30.0,2,0,0,0,0,1,1,0,0,0
0,3,19.804960786462622,1,2,23.45,8,3,0,0,0,1,1,0,0,0
1,1,26.0,0,0,30.0,3,0,0,1,0,0,0,1,0,0
0,3,32.0,0,0,7.75,8,0,0,1,1,0,0,1,0,0
